,M_1,M_2,M_3,M_5,M_6,M_8,M_9,M_10,M_12,M_18,M_19,M_21,M_22,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_39,M_40,M_42,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_54,M_55,M_56,M_57,M_58,M_61,M_64,M_66,M_67,M_68,M_69,M_70,M_72,M_73,M_76,M_78,M_79,M_80,M_84,M_87,M_88,M_89,M_92,M_94,M_95,M_98,M_99,M_100,M_102,M_105,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_125,M_127,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_148,M_149,M_152,M_155,M_156,M_159,M_160,M_161,M_162,M_164,M_165,M_166,M_167,M_168,M_170,M_171
s_016um_00179_00186-1,0.0032093972,0.0020872056,0.00042515248,0.0017982423,0.005119577,0.00040916353,0.003219232,0.0057742894,-2.2452325e-05,-1.7136335e-07,1.1501834e-06,0.014988035,0.013993204,0.0005703494,-7.0258975e-06,4.749745e-05,-0.0002368316,0.0006182492,0.022571981,0.016367227,0.00031026453,0.014323145,0.012398392,0.011071593,-2.316758e-05,-4.7162175e-06,-2.6423484e-05,0.0025525987,-8.009374e-07,0.013408244,0.020284504,1.299195e-07,0.008482039,0.0008172691,0.00015529245,-0.00024023652,2.7436763e-06,0.014955044,8.549541e-05,0.019177616,0.00040896982,0.0012977868,0.012544781,0.0001372248,0.014779896,1.21966e-05,0.024153233,2.413988e-06,0.00022180378,0.022732228,2.745539e-05,-1.8440187e-07,1.5180558e-07,-2.7474016e-08,0.03235963,9.486824e-05,0.004069254,8.966774e-05,0.010447025,0.0056071877,-3.317371e-05,0.003980443,0.0037670732,0.005003169,0.00907585,0.0011845827,0.014875025,0.005395636,0.0064795613,0.0067811906,0.008005768,0.028636187,0.0043733567,0.0008150041,0.0004656762,0.018842101,0.0072347224,0.011987209,-9.024516e-07,-2.0112842e-05,0.00095681846,0.015198797,-6.9011e-07,0.028363109,4.8343092e-05,0.0004074201,-0.00014784932,7.239357e-05,0.021427006,-0.00013812631,4.477799e-05,-1.0792166e-05,0.0040640086,0.0154289305,0.004337266,0.021126807,-6.0927123e-05,0.026756525,0.039254665,0.0034137517,0.03743455,3.0860305e-05,0.013180643,0.00087302923,0.028888702,0.030097544,0.023779392,8.6687505e-05,0.00022033602,0.029824436,1.8086284e-06,0.00011815131,0.00049792975,0.00019040704,0.0068480074,2.0980835e-05,-2.5007874e-05,0.003202036,0.0047325045,0.014600188
s_016um_00294_00157-1,0.003139034,0.0020418167,5.145371e-05,0.0017781705,0.005108267,4.2852014e-05,0.0030315667,0.0057605505,1.7080456e-06,0.0,2.5842339e-05,0.014991969,0.0014066547,0.00045125186,-3.1199306e-07,1.5508384e-05,-0.00023970008,0.0016027242,0.023307383,0.016598612,0.00033552945,0.013833106,0.005489975,0.012206078,-3.886968e-05,-1.3317913e-07,-2.5168061e-05,0.00273709,-2.0954758e-08,0.013923615,0.020494163,9.905547e-06,0.008390486,0.0029369146,0.00020688027,-0.00023890287,1.1656433e-05,0.01499787,0.00019610673,0.019152045,0.00039649755,0.0014085323,0.0091070235,0.00028241426,0.0147973,1.2978911e-05,0.025103271,0.00031264126,0.00022123754,0.022718191,7.804483e-07,3.6563724e-06,-4.3082982e-06,-8.1490725e-10,0.0331468,0.00013433397,0.004201025,0.00016577542,0.010485768,0.0056069195,-4.8894435e-08,0.004026398,0.0037961453,0.005006969,0.009070218,0.0010892451,0.014783353,0.005390033,0.0063685477,0.0066972673,0.008333564,0.028636217,0.004255578,1.0617077e-06,0.00066284835,0.018879145,0.0072516203,0.008909076,0.00016349554,-2.2307038e-05,0.0023195595,0.015812129,-4.945323e-07,0.026632339,0.0001090914,0.00019522011,-0.00014538318,0.000114798546,0.021352291,-0.00013962388,7.0385635e-05,-2.3283064e-08,0.004182145,0.015599191,0.0052016824,0.021897614,-4.149601e-05,0.026613861,0.0409334,0.0034215748,0.037511826,3.129244e-05,0.013178974,0.0008096993,0.026536942,0.029800475,0.025246322,0.0006791353,0.0010144562,0.029871643,0.00019709766,0.00013773888,0.00048276782,0.0001983121,0.0093078315,0.00033491105,-1.7229468e-07,0.0011342317,0.004734695,0.015480697
s_016um_00177_00142-1,0.0033548027,0.00229159,0.00014535338,0.0018610358,0.0050595105,0.00054531544,0.0031363368,0.0059218407,3.791228e-05,3.6414713e-07,4.9401075e-05,0.015003383,0.002401501,0.000458166,-1.6298145e-07,1.694262e-05,-0.0002110526,0.0029790848,0.022319257,0.01605624,0.00037125498,0.013638288,0.018578857,0.011288673,-7.735938e-05,4.9844384e-06,-2.630055e-05,0.002736181,-3.259629e-09,0.014274895,0.020373702,7.570535e-05,0.008540809,0.00033409894,0.00015431643,-0.00024023652,3.8407743e-06,0.014993995,7.301569e-06,0.018224448,0.00037700683,0.0013704151,0.01023376,0.00025405735,0.014782757,1.3601035e-05,0.024925321,0.0005266294,0.00022227317,0.022876501,-2.8219074e-06,-7.2829425e-07,-6.444752e-07,4.1443855e-08,0.03307554,0.0003246367,0.0040471405,3.742054e-05,0.010453254,0.005608648,-1.501292e-06,0.0039697737,0.0037597865,0.0050073266,0.009040624,0.0010452569,0.0146231055,0.005409375,0.0062948763,0.0066558123,0.0075680017,0.028636664,0.0044365227,2.6661903e-05,0.00047925115,0.018869579,0.0072981715,0.0088121,3.5390258e-08,-4.079193e-07,0.0068772733,0.015923023,3.632158e-07,0.027758092,9.571016e-05,0.0001039654,-0.00014716387,9.352714e-05,0.02151075,-0.00013297796,6.473437e-05,1.7527491e-06,0.004490301,0.015906543,0.007417649,0.022271544,-2.3994595e-05,0.027289867,0.047566146,0.0034225285,0.037567854,3.7051737e-05,0.013179362,0.0008972287,0.030162781,0.030403405,0.025332302,0.0021301955,0.0016954243,0.030026883,2.6792288e-05,0.00014863908,0.00054201484,0.00021058321,0.010057062,8.7343156e-05,1.611188e-07,0.002114609,0.004756063,0.015109211
s_016um_00018_00289-1,0.0031164885,0.0020244569,8.747727e-05,0.0017732531,0.005028695,2.6531518e-05,0.0029837042,0.0057799816,3.721565e-06,-2.9336661e-08,5.673617e-06,0.014997929,0.00165838,0.00044117868,-1.5869737e-06,1.3895333e-05,-0.00022508204,0.0074875355,0.022571117,0.016727656,0.0004009828,0.01399985,0.004657656,0.011253357,-7.114932e-05,-4.6007335e-06,-2.6106834e-05,0.0029459447,-8.8475645e-09,0.014147043,0.020618886,1.4793128e-05,0.008267969,0.00054938346,0.00018890202,-0.00024016947,2.50265e-05,0.015027255,0.00014823675,0.018848032,0.00038988888,0.0013542324,0.009596318,0.00023388863,0.014803618,1.1354685e-05,0.02522096,0.0004457608,0.00023216754,0.022996992,2.02097e-07,9.313226e-10,1.5296042e-05,-1.094304e-07,0.03364551,0.0012029707,0.004228413,0.00018592179,0.01051265,0.005614549,-5.820766e-11,0.0040679127,0.0037961304,0.0050135553,0.009103626,0.00099051,0.014754117,0.005402595,0.00623551,0.006656885,0.008347422,0.028636187,0.004240766,1.559034e-06,0.00055475533,0.018878669,0.007231921,0.009035587,0.00019589812,-0.00011680275,0.0026555657,0.015236229,2.2165477e-07,0.026166975,0.00026541948,4.6458095e-05,-0.0001469776,5.5532902e-05,0.02129054,-0.00013997406,6.0640275e-05,-2.3562461e-07,0.004165292,0.015567958,0.006154895,0.021004528,-3.8288534e-05,0.026532471,0.040807366,0.0034180433,0.037477076,3.1754375e-05,0.013179004,0.00079396367,0.026101679,0.029746562,0.024380207,0.00048676133,0.00076179206,0.029859453,5.5413693e-05,0.00013170391,0.0005087778,0.00021319836,0.008563995,0.00020349026,1.9650906e-06,0.0011609346,0.004730284,0.015113354
s_016um_00191_00376-1,0.0033628643,0.0020352453,9.4272196e-05,0.001788199,0.005108997,7.1208924e-06,0.002955392,0.005666733,1.5795231e-06,-3.1106174e-07,-1.2256205e-06,0.014992923,8.530915e-05,0.0004406199,-5.490333e-05,8.929521e-06,-0.00020164996,0.00019367784,0.021290392,0.014674276,0.0003265962,0.014260918,0.0025974214,0.006334096,-0.0013169199,-9.91486e-06,-2.5600195e-05,0.0019814223,1.1641532e-10,0.012450635,0.02016306,0.0,0.008754849,-2.0448118e-05,5.5942684e-05,-0.00024023652,1.2945384e-07,0.014937669,-0.00034575164,0.017680228,0.0002970323,0.0012662858,0.007348895,8.197874e-05,0.014795542,6.1448663e-06,0.023508936,-1.7695129e-07,0.00021544099,0.02240619,-1.1390075e-06,0.00015063584,-0.0004452467,6.482005e-07,0.031434834,-0.00017810613,0.0035318583,0.0020346344,0.011128545,0.0070438385,-2.2221357e-05,0.0039182454,0.003733188,0.0051222295,0.008911431,0.0006313324,0.014387548,0.00544703,0.003939867,0.0066426694,0.0067002773,0.028645575,0.0042405725,7.497147e-08,0.00029794127,0.01884237,0.0071415007,0.008110166,6.137416e-07,-4.3492764e-07,0.00016582757,0.015882343,-0.00011000037,0.026783317,-5.122274e-08,-2.0358711e-06,-0.0001481697,2.366677e-05,0.024866134,0.00010511279,0.002887994,-2.8718263e-05,0.0039571226,0.015310943,0.008697152,0.021015733,-8.6292624e-05,0.02636981,0.028538674,0.0034128726,0.037427098,2.4780631e-05,0.013178974,0.00073470175,0.024840564,0.029290676,0.02246961,1.5240163e-05,0.002204284,0.029494107,8.158386e-07,7.137656e-05,0.00046864152,0.0001790598,0.007376462,1.9144267e-05,-0.0010539889,0.00037509948,0.004755318,0.014872849
s_016um_00251_00132-1,0.0033311397,0.0021289885,0.00017955154,0.0018346012,0.0050358176,0.00010680407,0.0030487627,0.0057932436,1.7974526e-07,2.0489097e-07,4.983321e-05,0.014988065,0.002002135,0.00048069656,-4.917383e-07,1.9621104e-05,-0.00015527755,0.0036482066,0.02237159,0.015980363,0.00034430623,0.014010847,0.008148342,0.011265397,-6.6343695e-05,-1.1641532e-10,-2.6322901e-05,0.0029298514,5.820766e-11,0.014737099,0.020456225,4.9766153e-05,0.008226961,0.0009456575,0.00015907735,-0.00024023652,1.5735626e-05,0.015045345,7.43866e-05,0.018556446,0.0003941208,0.0013628155,0.010155022,0.00032576174,0.014779478,1.9297004e-05,0.024618953,0.00021538138,0.00021988153,0.022559375,-1.241453e-06,-1.8700957e-06,2.8423965e-05,-6.2864274e-09,0.033753127,0.0006798357,0.0042359233,6.855279e-05,0.0105187595,0.005607903,-4.656613e-09,0.003994927,0.0037662238,0.005006507,0.009032726,0.0010530353,0.014724851,0.005408004,0.0063072145,0.0066592693,0.007983059,0.028636277,0.0044046044,4.325062e-05,0.00068224967,0.018863052,0.007344812,0.008902222,3.825873e-06,-5.0570816e-07,0.004963547,0.015926063,2.910383e-10,0.027924329,8.349866e-05,0.00020988286,-0.00014746934,3.131479e-05,0.021471828,-0.00013516843,7.15591e-05,5.6624413e-06,0.004194826,0.016228884,0.006492853,0.021921515,-1.9200146e-05,0.027145326,0.04916036,0.0034256876,0.03755498,3.6597252e-05,0.013179034,0.00088247657,0.029836804,0.030511022,0.02478835,0.0028750747,0.001931861,0.029963821,4.5705587e-05,0.00016035885,0.00053127855,0.00021657348,0.011655837,0.0002059862,5.327165e-07,0.0023314059,0.004740551,0.015095979
s_016um_00142_00062-1,0.0032206774,0.002115205,0.000107340515,0.0020079464,0.00504604,0.00014150143,0.0030726194,0.0058883727,-2.635643e-07,-8.1490725e-08,7.9315156e-05,0.015017927,0.002313137,0.00045076013,-6.7520887e-09,1.4748424e-05,-0.00020947307,0.0034021288,0.022526085,0.01589787,0.0003779754,0.013943613,0.0106121,0.01526162,-3.0633062e-05,1.0477379e-08,-2.6207417e-05,0.0027969927,-2.6077032e-08,0.01632753,0.020360619,8.882582e-05,0.008707255,0.0014530271,0.00017982721,-0.00024009496,1.823157e-05,0.015010327,0.00017725676,0.018932402,0.0003908351,0.0014081001,0.009965211,0.0004613176,0.014780223,1.19283795e-05,0.024538547,9.673834e-05,0.00026363134,0.023818463,3.701076e-06,1.8626451e-09,-2.3562461e-07,4.991889e-07,0.03314501,0.00030935556,0.004276976,3.1430274e-05,0.010482043,0.005608022,-2.1196902e-05,0.003999755,0.003772825,0.005043909,0.009059519,0.0011162609,0.014626235,0.005432546,0.006078124,0.0066938996,0.0080418885,0.028636336,0.00440374,1.1257827e-05,0.00044943392,0.018854886,0.0072966516,0.008826911,2.2947788e-06,-2.7958304e-06,0.0023379773,0.015666753,-3.8985163e-06,0.02793181,1.3988465e-05,0.00041072816,-0.00014221668,0.0001289472,0.021408916,-0.00013848394,8.709729e-05,2.283603e-06,0.004233733,0.016206801,0.005931616,0.022143155,-3.4421682e-05,0.02689287,0.047289997,0.0034202337,0.03747645,3.469363e-05,0.013179183,0.00087700784,0.029667675,0.03040731,0.025416583,0.0010912269,0.0010845661,0.029940337,3.4738332e-05,0.00015530735,0.0005356148,0.00022275001,0.009623051,0.0004229322,1.7695129e-08,0.0013391525,0.0047504306,0.015184432
s_016um_00252_00246-1,0.0032046884,0.0020786226,0.0007969439,0.0018350482,0.005022809,9.511411e-05,0.003063172,0.005676627,-7.709488e-06,-3.4924597e-10,2.2705644e-06,0.014993697,0.0042634606,0.00052560866,-1.0887161e-06,3.736466e-05,-0.00022573024,0.0044458807,0.02220714,0.015904307,0.00035781413,0.013757765,0.007240236,0.0109036565,-9.7841024e-05,-4.1220337e-06,-2.6412308e-05,0.0026922673,-2.6635826e-07,0.013478935,0.020413697,3.0234456e-05,0.0082805455,0.00074879825,0.00012605637,-0.00024023652,3.837049e-06,0.015003145,2.2277236e-06,0.018726438,0.00039010495,0.0013361871,0.0111937225,0.00013099611,0.014779478,1.3045967e-05,0.024566472,8.0842525e-05,0.00021515787,0.022546977,-6.860122e-06,3.6787242e-07,2.1122396e-06,1.7229468e-08,0.034029543,0.0014158785,0.00443466,5.2399933e-05,0.010467231,0.0056070685,7.357448e-08,0.00409247,0.0037873536,0.0050182343,0.00900811,0.00093206763,0.01466766,0.0054098964,0.0063173473,0.0066667497,0.008243799,0.028636187,0.0043861866,7.7202916e-05,0.00045847893,0.018862635,0.007455498,0.009771705,3.6880374e-07,-1.4971942e-05,0.0023439974,0.015586793,-6.882474e-07,0.028105348,0.00023919344,0.00039972365,-0.00014720112,5.288422e-05,0.021352917,-0.00013806671,4.7296286e-05,1.1874363e-06,0.00411205,0.016167521,0.005258739,0.021234214,-4.461035e-05,0.02648449,0.04032901,0.0034184307,0.037464023,3.1799078e-05,0.013183057,0.0008266121,0.027742445,0.030058116,0.02423796,0.00078479946,0.0012110472,0.0298163,6.5322965e-05,0.0001295954,0.00049848855,0.00019235909,0.009430021,3.9078295e-05,7.3470175e-05,0.002766922,0.0047351867,0.015334457
s_016um_00140_00133-1,0.003479451,0.002128452,2.6594847e-05,0.0018415451,0.0050508827,0.00024566054,0.003104791,0.0061018765,1.7862767e-06,-4.284084e-08,0.00037174672,0.015009612,0.0006608963,0.00044958293,-1.21071935e-08,1.47596e-05,-0.0002303496,0.008917183,0.022191256,0.016033173,0.0003495291,0.013635159,0.0077898502,0.012046963,-4.4733286e-05,1.0496005e-06,-2.6360154e-05,0.0026759952,-2.5425106e-07,0.014513254,0.020415962,0.00013022125,0.008484691,0.00033977628,0.00021017343,-0.00024023652,5.6233257e-06,0.014978051,8.673221e-05,0.018569618,0.00040391088,0.0013240725,0.008680195,0.00041916966,0.014780343,1.494959e-05,0.024874836,0.00034948438,0.00023319572,0.023023844,-7.841736e-07,-5.265698e-06,-2.3774803e-05,9.2200935e-08,0.032661974,0.00013228506,0.003934458,5.1740557e-05,0.010451496,0.0056084692,-1.2986362e-05,0.003959477,0.0037584752,0.005008027,0.009077907,0.0012923628,0.014668733,0.005428195,0.005987972,0.0066583455,0.007369131,0.028637856,0.0045993924,3.7781894e-05,0.0006535575,0.018883467,0.00720188,0.008431584,-2.635643e-07,5.122274e-09,0.005830139,0.016500354,-1.3085082e-07,0.028200328,4.7251582e-05,0.0010392964,-0.00014704466,6.1526895e-05,0.021544784,-0.00013466924,6.3598156e-05,2.104789e-06,0.0044347346,0.015996337,0.007578492,0.022548974,-2.1621585e-05,0.0276106,0.048398674,0.003434673,0.03767869,3.7826598e-05,0.013179123,0.000891611,0.030145258,0.030352354,0.025396198,0.0016949177,0.0016432703,0.029983938,5.4761767e-06,0.00014916062,0.00054412335,0.00023205578,0.010005921,0.0003322214,4.2114407e-06,0.001743421,0.004745081,0.014938593
s_016um_00087_00021-1,0.0031439513,0.0020407885,5.9675425e-05,0.0018018633,0.0050507933,9.188056e-05,0.0030073375,0.0055936575,-7.484108e-06,0.00032883883,-6.9476664e-07,0.014984846,0.0014200956,0.00048393756,-8.510426e-06,1.5243888e-05,-0.0002520606,-2.0191073e-05,0.021307617,0.015019417,0.00021582097,0.013119519,0.0025213212,0.005284831,-0.0009793192,5.438924e-06,0.0026198924,0.002452448,0.0,0.019081295,0.020154685,0.0017303079,0.008134156,-2.1796674e-05,5.8189034e-05,-0.00024023652,3.6228448e-07,0.014926642,-0.00024665147,0.017447948,0.00029416382,0.001158163,0.011502683,3.772229e-05,0.014781386,1.3973564e-05,0.023605317,7.916242e-09,0.00027920306,0.023404121,2.0582229e-07,-2.7008355e-07,1.8943101e-06,-1.7397106e-06,0.035109222,-8.204952e-07,0.0035534352,0.0028377324,0.010511249,0.0061335564,5.670637e-05,0.0039159358,0.003734693,0.005157247,0.009011447,0.0008702576,0.014596522,0.0054257214,0.00490582,0.0067482293,0.006805986,0.028637648,0.004920438,4.5839697e-06,0.0005899519,0.018849969,0.0069575906,0.008151412,3.632158e-08,3.4924597e-09,0.00042049587,0.015907347,-1.8384308e-05,0.024427384,-1.3429672e-06,-3.1944364e-06,-0.00014630705,4.4632703e-05,0.02396822,1.13621354e-07,0.0015172958,-3.8146973e-06,0.0040258914,0.015458107,0.0047470927,0.02058214,-2.9269606e-05,0.028918594,0.03975761,0.003489241,0.041608512,8.612126e-05,0.013178974,0.0009191036,0.029924065,0.030449629,0.031584233,0.0027874857,0.019095212,0.030432075,-4.2710453e-06,9.869784e-05,0.0006233379,0.00018962473,0.0140315,-2.9522926e-07,-0.00044629723,0.0002783537,0.0047417283,0.014352679
s_016um_00226_00160-1,0.0032052994,0.0020951629,9.711087e-05,0.0018587708,0.00502944,6.330386e-05,0.003029123,0.005706638,-1.839362e-08,-5.2619725e-08,8.761883e-06,0.0149924755,0.0020402968,0.00045389682,-7.469207e-07,1.5538186e-05,-0.0002284646,0.0018513799,0.022406489,0.01601088,0.0003990829,0.0139788985,0.0068258047,0.0124360025,-4.6111643e-05,-1.383014e-07,-2.4989247e-05,0.003221184,-7.264316e-08,0.014177293,0.020479947,8.762628e-05,0.008294821,0.00092065334,0.00017163903,-0.00024022907,3.425032e-05,0.014994144,9.265542e-05,0.018960536,0.00039501488,0.001414001,0.009645075,0.00029294193,0.014783621,1.1984259e-05,0.024730861,0.00016513467,0.00022314489,0.02274993,-2.503395e-06,3.9022416e-07,0.0001502037,-1.5413389e-07,0.03437209,0.00090532005,0.0044939965,8.239597e-05,0.01049301,0.005607158,2.6542693e-08,0.0040450245,0.0037846714,0.00500983,0.009096652,0.00103122,0.014820725,0.0054335296,0.0058166683,0.006815523,0.008160502,0.028636187,0.004310876,0.00021755695,0.0006096214,0.018864036,0.007218629,0.009171456,1.0944903e-05,-3.8929284e-06,0.0020125508,0.015248328,-1.763925e-06,0.027697444,0.00011647493,0.00053952634,-0.00014645606,6.307289e-05,0.021445453,-0.00013098866,6.1906874e-05,4.4237822e-07,0.004172504,0.016053408,0.0065223873,0.021410376,-2.8844923e-05,0.027047962,0.045470774,0.0034133643,0.03742808,3.11397e-05,0.013179064,0.00083477795,0.027371168,0.029950798,0.025626808,0.00088995695,0.0012445897,0.029955566,0.00011277199,0.00014744699,0.0005274415,0.00021713227,0.009544998,0.00026969612,1.3131648e-06,0.0013403594,0.0047321916,0.015388697
s_016um_00056_00255-1,0.0031057745,0.0020568222,3.9372593e-05,0.0018326342,0.0050706416,2.1629035e-05,0.0030165017,0.005940616,-2.168119e-05,-1.21071935e-08,0.00010932237,0.014990509,0.0010070056,0.00046698004,6.9849193e-10,1.8838793e-05,-0.0002463311,0.0010167807,0.022786945,0.016158372,0.00029733777,0.013602585,0.008379221,0.01403591,-4.976988e-05,-4.5169145e-08,-2.4966896e-05,0.002825752,-5.6345016e-08,0.014148623,0.020425498,5.3141266e-06,0.008574337,0.0017849356,0.00018167496,-0.00023641437,1.0039657e-05,0.015009224,0.00011983514,0.019194514,0.00038528442,0.0014874935,0.008829534,0.0002867505,0.014787167,1.26846135e-05,0.02484548,0.00017148256,0.00021352619,0.022367865,0.00010537356,6.3795596e-08,0.00013574958,3.2316893e-07,0.03311932,7.126853e-05,0.0040701777,0.00012033433,0.010486692,0.0056069493,-7.916242e-09,0.0040354133,0.0037899464,0.0050067008,0.009061784,0.0010422319,0.014751494,0.005396813,0.006203443,0.0067026913,0.0081472695,0.028636426,0.0042474866,4.3530017e-06,0.000989005,0.018877953,0.0072918534,0.008877337,5.839765e-05,-1.4938414e-06,0.0042918026,0.01695329,-1.1846423e-06,0.027061075,0.00011765212,0.00056657195,-0.00013948232,0.00010933727,0.021429718,-0.00013785064,5.9597194e-05,3.6414713e-07,0.0042606145,0.015870035,0.005220741,0.022003949,-3.8728118e-05,0.026566297,0.042020082,0.003417194,0.037454903,2.9161572e-05,0.013178974,0.0007915646,0.02667901,0.029899716,0.02435577,0.0007725209,0.00039055943,0.029895008,0.00020799786,0.0001468435,0.00048683584,0.00020813197,0.009667665,0.00052981824,5.3085387e-07,0.0012922734,0.0047330707,0.015583187
s_016um_00276_00308-1,0.0033015907,0.0021982938,9.872019e-05,0.0018447787,0.0051438212,5.086884e-05,0.0031190068,0.005641103,-2.1457672e-05,1.1641532e-09,3.0435622e-06,0.014987946,0.001983285,0.00045214593,1.4947727e-07,2.4221838e-05,-0.00023193657,0.0002855733,0.022004932,0.015936732,0.00030381233,0.013407648,0.016815633,0.014633864,-1.0587275e-05,-1.9334257e-06,-8.046627e-06,0.002402857,-4.2747706e-07,0.013956785,0.020241946,0.00016111135,0.008596569,0.0007954687,0.0001572892,-0.00024023652,1.8626451e-06,0.014944255,9.119511e-06,0.018553883,0.000359267,0.001391992,0.009310514,0.00020976365,0.014781982,1.0505319e-05,0.025246829,0.00024096668,0.00022947043,0.022679925,1.758337e-06,2.529472e-06,-6.8992376e-06,0.0,0.032396317,1.3321638e-05,0.0037446022,0.00054210424,0.01049149,0.0056247413,1.5340745e-05,0.003944978,0.0037502944,0.00500606,0.008996189,0.0010478348,0.014554173,0.0054893494,0.0055041015,0.0067207515,0.0074575543,0.028698206,0.004565716,3.5297126e-06,0.0008648783,0.018846184,0.007252991,0.009061426,3.7252903e-09,5.291775e-06,0.0016801059,0.015081972,-1.3839453e-06,0.026589632,-1.7508864e-07,4.397705e-06,-0.00014543533,8.4728e-05,0.022117555,-0.000117339194,0.0005202666,8.588657e-06,0.004481703,0.016138315,0.0054608583,0.021598697,-3.3866614e-05,0.02756539,0.04458365,0.003422767,0.03755185,3.6880374e-05,0.013228267,0.0008728355,0.029083967,0.030426234,0.02634719,0.002371341,0.0022590756,0.02998802,1.2349337e-05,0.0001412332,0.000597775,0.00021805614,0.011296004,4.851073e-05,1.9293278e-05,0.0033551753,0.004736781,0.0147432685
s_016um_00359_00163-1,0.003196597,0.0020354688,3.646314e-05,0.0018337816,0.0050158203,3.832206e-05,0.0031560063,0.0056204796,-5.8609992e-05,1.094304e-08,4.26732e-06,0.014992267,0.00023919344,0.0004421696,-2.5387853e-05,7.729977e-06,-0.00016412884,0.0012166202,0.020999134,0.01540035,0.00019921362,0.013780206,0.0015494227,0.006995529,-0.00031953305,1.2163073e-06,-2.6129186e-05,0.0022265762,-1.0384247e-06,0.013531119,0.020431966,1.1641532e-09,0.008020222,0.00011256337,0.00021769106,-1.6801059e-06,2.3748726e-06,0.014890701,5.0570816e-07,0.017914712,0.00031498075,0.0011906028,0.0076087117,0.00015711784,0.014780581,6.444752e-06,0.023802191,-2.3283064e-08,0.0002105087,0.022172898,-1.02911144e-07,-1.4476478e-05,-5.452335e-05,0.0003415197,0.034292817,0.00027600676,0.003820002,3.799051e-05,0.010467857,0.0056826174,-9.687245e-05,0.003931716,0.003746882,0.0050450563,0.009104967,0.001014784,0.014559299,0.0054448247,0.0045886785,0.0067347884,0.007279396,0.028636187,0.0044357926,1.9650906e-06,0.0004432425,0.018847317,0.00703156,0.009252518,6.394461e-06,-0.00010022521,0.0047174394,0.014566779,0.00040517747,0.03013745,-3.225729e-05,0.0007518828,-0.00011306256,7.9229474e-05,0.021520585,-0.000119134784,0.00012540072,-3.4924597e-10,0.0042002797,0.01560846,0.003846988,0.021324933,-4.7527254e-05,0.026603699,0.040709853,0.0034143478,0.037433654,2.8792769e-05,0.013179213,0.00082071126,0.028389364,0.029769123,0.022858948,0.001149267,4.829839e-05,0.029821992,-1.5996397e-05,0.00014398247,0.0004824102,0.00019117445,0.00960952,7.5250864e-05,-0.00019337982,0.00040875375,0.004775211,0.014444768
s_016um_00140_00121-1,0.0031213462,0.0020881146,0.00014484674,0.002050683,0.005178362,7.618591e-05,0.0030130744,0.006345898,-5.4724514e-06,4.656613e-10,0.002762884,0.014985979,0.0010232478,0.00045437366,3.0267984e-09,1.7821789e-05,-0.0002481565,0.007481247,0.022455573,0.015995264,0.00032611936,0.013797641,0.015639305,0.014852405,-2.8938055e-05,-6.5173954e-06,-2.3912638e-05,0.002548799,-2.4214387e-07,0.013622284,0.020454943,6.6991895e-05,0.009249389,0.00231497,0.00016421825,-0.00024016947,1.7557293e-05,0.015005052,4.0106475e-05,0.019204676,0.00043548644,0.0013976097,0.00884068,0.00018703192,0.014783144,8.827075e-06,0.025323987,0.0006523058,0.00021389872,0.02233693,-1.2805685e-08,3.7718564e-07,4.796311e-07,1.013279e-06,0.033014357,0.00014596432,0.0039944053,0.00021094084,0.010459095,0.0056075156,4.656613e-09,0.0039848834,0.003770098,0.0050040632,0.009032667,0.0010369569,0.014653474,0.0053848326,0.0051202625,0.0067209303,0.008217663,0.028657556,0.0044493675,5.334243e-05,0.00064303726,0.018874496,0.0072464943,0.008375764,1.9408762e-06,-5.266443e-05,0.0019245297,0.016279042,-3.2987446e-06,0.028887749,1.0300428e-05,0.0004248917,-0.00014714897,0.0016180277,0.021638632,-3.4388155e-05,7.7560544e-05,-9.126961e-08,0.004231602,0.015702784,0.005895436,0.02276212,-4.7653913e-05,0.027365625,0.04171443,0.0034142584,0.037441045,3.015995e-05,0.013178974,0.00080244243,0.027559638,0.030002564,0.025478572,0.0006530583,0.00059024245,0.02999866,3.2827258e-05,0.00013969094,0.00050237775,0.00020679832,0.008507848,3.2309443e-05,0.0001186654,0.002037838,0.0047374517,0.015328318
