,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
s_016um_00186_00284-1,0.0032006204,0.0021781027,0.00013107061,1.1794269e-05,0.0018593669,0.005043447,3.9909035e-05,0.0001565069,0.0030538142,0.005832702,2.4914742e-05,-1.2777746e-06,0.0033097416,0.009960979,0.0022012591,-1.4062971e-07,0.005484581,-3.958121e-09,1.27106905e-05,9.573996e-07,0.014984876,0.008215994,0.00011129677,0.00055316836,-3.8500875e-06,9.538978e-05,-0.00023774803,0.00056013465,0.022253275,0.016337186,0.00033261627,0.013943881,0.017144263,0.010890961,-7.055327e-05,-2.6747584e-06,-2.580136e-05,-1.036562e-06,0.002781272,-3.4738332e-07,-3.7252903e-08,0.0130081475,0.00011269003,0.020419478,5.9287995e-05,0.008324057,0.00039663166,0.00014680624,-0.00024019182,2.53506e-06,0.015053898,0.00011063367,3.9860606e-07,3.3341348e-06,0.018898904,0.00038798898,0.0012880415,0.011483461,0.00234285,-3.678724e-08,0.000127621,0.007573098,0.017646223,0.014768302,0.013245076,1.1846423e-05,0.024371535,2.7861446e-05,0.00022489578,0.02251929,6.6217035e-06,-2.766028e-07,-1.879409e-06,0.0018779635,0.0047795027,2.2098422e-05,3.6727637e-05,8.1490725e-09,0.033046603,0.0003964007,0.00065873563,8.414686e-05,0.0043246895,0.025294125,0.00016535819,0.010461569,0.0056093037,0.0035856366,0.000105425715,-2.2724271e-07,-1.1023134e-05,0.0040645152,0.0038084835,0.0075285137,-0.0001417175,0.0050230473,0.0090378225,0.0010313392,2.188608e-08,0.014646262,2.1278858e-05,0.0054344535,0.009537578,0.0057740808,0.0067288578,0.008534402,0.028610706,0.004379913,9.4518065e-05,0.000417836,0.018853664,0.007439494,0.0089457035,5.1297247e-06,-1.6003847e-05,0.00086826086,0.015674323,-1.1019409e-05,0.02822116,0.00013608485,0.004608944,0.0007327199,1.2069941e-05,-0.00014704466,8.098781e-06,7.009506e-05,0.021364152,-0.00013964623,4.991144e-05,-1.3085082e-07,0.004152134,0.01598224,0.0055390894,0.021390319,-4.920736e-05,0.02675885,0.042070627,0.0034299493,0.037420392,3.0446798e-05,0.013221204,0.00080432,-4.4889748e-07,0.0037440509,0.028122365,0.02994597,0.032282412,1.5791506e-05,0.025091201,-9.3095005e-06,0.00044579804,0.00016885996,0.000642173,5.7090074e-07,1.11833215e-05,0.029830158,1.0840595e-05,0.00013047457,0.00051756203,1.8242747e-05,0.00020302832,0.007933706,2.4143606e-05,1.4901161e-06,0.0027215183,4.461035e-07,0.004781604,0.014851391
s_016um_00145_00085-1,0.0033581853,0.0021959096,7.284805e-05,9.972602e-06,0.0018731654,0.0050845295,4.1484833e-05,0.00034277886,0.0031152517,0.0057643354,3.3274293e-05,5.4817647e-06,0.0033061802,0.00996089,0.0021979064,-1.3317913e-07,0.00548625,1.8626451e-08,5.0745904e-05,9.573996e-07,0.014995754,0.002530098,0.0001110211,0.00046166033,-2.188608e-08,1.5478581e-05,-0.00022875518,0.0027019382,0.022198617,0.016334027,0.00036747754,0.014042497,0.009319186,0.011087567,-6.145239e-05,4.7907233e-06,-2.6240945e-05,-1.036562e-06,0.002936408,-1.8719584e-07,-1.3504177e-08,0.014671564,0.00011342764,0.020397156,0.00024716556,0.00812155,0.00012911856,0.00023124367,-0.00024019182,2.6226044e-06,0.014988363,0.00011064112,4.2561442e-07,5.45457e-05,0.018420637,0.00037933886,0.0013782382,0.009895802,0.00234285,-3.585592e-08,0.0004088357,0.007572502,0.017646223,0.01477319,0.0132394135,2.5607646e-05,0.025083572,0.0004101768,0.0002527088,0.02319187,5.7294965e-06,-1.1011958e-05,-4.801899e-06,0.0018769205,0.0047764927,-2.1327287e-07,3.6727637e-05,5.988404e-06,0.033166558,0.00031624734,0.00065872073,8.414686e-05,0.0040553063,0.025294155,9.24021e-05,0.010466754,0.0056138635,0.0035859048,9.893626e-05,-4.833564e-07,-1.097098e-05,0.003985852,0.0037828386,0.0075285137,-0.0001417175,0.005023718,0.009032667,0.001091823,9.49949e-08,0.014677137,2.1278858e-05,0.005415648,0.009538084,0.006262213,0.006689906,0.0077216327,0.02861157,0.004438475,1.2531877e-05,0.0009210855,0.0188694,0.007289529,0.008757383,1.7713755e-06,-3.2670796e-06,0.005398974,0.016079724,-2.910383e-10,0.028209597,1.18725e-05,0.004608944,0.0006694943,1.21332705e-05,-0.00014234334,8.098781e-06,3.9123e-05,0.021530181,-0.00013590604,9.8347664e-05,6.2491745e-06,0.004305795,0.01617524,0.0071707964,0.02282092,-2.4564564e-05,0.027223319,0.04803419,0.003445655,0.037614822,3.5952777e-05,0.013221294,0.0008635968,-4.4796616e-07,0.0037440509,0.02960959,0.030380785,0.03228134,1.5690923e-05,0.026202798,-3.958121e-06,0.00044525415,0.002553746,0.0032117516,9.531155e-06,1.38394535e-05,0.029902846,5.153939e-05,0.00014831126,0.0005340427,1.8239021e-05,0.00022166222,0.010470003,0.00026016682,1.1315569e-07,0.002560079,2.7846545e-07,0.0047756284,0.015069723
s_016um_00052_00017-1,0.0033059716,0.0021073073,0.00058336556,1.3787299e-05,0.0018915087,0.005065173,4.0359795e-05,0.0001411736,0.0030402094,0.0057370365,2.5473535e-05,-9.974465e-07,0.0033036023,0.009961188,0.0022003055,-1.2665987e-07,0.0054840446,0.0,3.7141144e-06,9.573996e-07,0.0149947405,0.0024696887,0.000111065805,0.0005059913,-1.1175871e-07,2.4922192e-05,-0.00022081286,0.030038774,0.023053318,0.015546322,0.00035773218,0.013875097,0.007640898,0.010779649,-0.00010243803,-5.03473e-06,-2.6438385e-05,-1.036562e-06,0.0031419694,-1.9930303e-07,-4.1909516e-08,0.013803065,0.00011318922,0.020543486,7.564202e-05,0.008153737,0.0012932718,0.00018005073,-0.00024018437,5.705282e-06,0.015072465,0.00011063367,4.2188913e-07,1.2613833e-05,0.018680722,0.00038648397,0.0013211519,0.010071278,0.00234285,-3.7252903e-08,0.00018936396,0.0075727105,0.017646223,0.014767855,0.013243318,2.0008534e-05,0.024683714,6.573647e-05,0.00024054945,0.022797137,4.8801303e-06,-1.8859282e-08,5.879253e-05,0.0018785894,0.0047852546,0.000328362,3.6727637e-05,2.445653e-06,0.033611476,0.0006725043,0.00065872073,8.414686e-05,0.0044311583,0.025294125,8.625537e-05,0.010478169,0.0056094825,0.0035849959,0.00010535866,-4.4330955e-06,-1.1101365e-05,0.004063934,0.0038114637,0.0075285137,-0.0001417175,0.0050268024,0.009025186,0.0010141432,4.824251e-07,0.014717221,2.1278858e-05,0.005424857,0.009536624,0.0071423054,0.006715119,0.008496106,0.028610677,0.004386157,4.7504902e-05,0.0006068498,0.018873781,0.007283896,0.009215444,4.377216e-08,-1.8443912e-05,0.0022854954,0.015611559,-7.757917e-07,0.026775807,0.0001823008,0.004608944,6.693229e-05,1.2081116e-05,-0.00014048815,8.098781e-06,0.0001803562,0.021425933,-0.00013697892,0.00018125772,1.4975667e-06,0.004287958,0.015942872,0.006745547,0.021640569,-2.8654933e-05,0.027665228,0.046883613,0.0034336299,0.037442178,3.7197024e-05,0.013221115,0.0008957386,-4.498288e-07,0.0037440509,0.029766291,0.030833036,0.032282203,1.577288e-05,0.025175273,-6.6272914e-06,0.0004453212,0.000525862,0.0016036481,1.1781231e-06,2.2213906e-05,0.030388981,9.9375844e-05,0.00014125556,0.00056791306,1.8239021e-05,0.00020578504,0.009624869,3.344193e-05,-8.1490725e-10,0.00197497,1.9837171e-07,0.0047710687,0.015175849
s_016um_00146_00067-1,0.0033477992,0.002200663,0.00017627329,1.6439706e-05,0.0017454624,0.0052219927,3.8571656e-05,1.9058585e-05,0.003041923,0.00560382,3.1296164e-05,-3.49544e-05,0.003293708,0.00996086,0.0021979213,-1.322478e-07,0.0054837167,2.8457493e-05,-1.7173588e-06,9.573996e-07,0.015009314,0.00033156574,0.00011099875,0.0004515499,-1.2060627e-07,8.299947e-06,-0.00022562593,-1.3962388e-05,0.021131754,0.014181465,0.00037618726,0.013440967,0.0040916502,0.004849717,-0.0014728159,2.130866e-06,-7.878989e-07,-1.036562e-06,0.0022261739,-8.4750354e-08,5.7742e-08,0.014259011,0.000112354755,0.020253032,0.00055976957,0.0081887245,-0.00027611852,3.5066158e-05,-0.00024019182,4.8428774e-07,0.014993787,0.00011063367,2.3469329e-07,-0.00040231645,0.018117815,0.00030994415,0.0012637526,0.008986145,0.00234285,-5.8673322e-08,3.882125e-05,0.0075724423,0.017646223,0.01480484,0.013239056,2.233684e-05,0.023535162,-2.7380884e-07,0.00029844046,0.023032308,5.029142e-06,-1.9557774e-07,0.00054083765,0.0018750876,0.0047736913,-0.00026793033,3.6727637e-05,-1.14087015e-08,0.032624006,-0.0001348108,0.00065873563,8.414686e-05,0.003592372,0.025294155,0.0037940592,0.010587722,0.0061268806,0.0035846382,8.435547e-05,-1.3861805e-05,-1.1026859e-05,0.003952071,0.0037643164,0.0075285137,-0.0001417175,0.0050621033,0.008956194,0.00071172416,1.2805685e-09,0.014455527,2.168119e-05,0.005449593,0.0095256865,0.0051908344,0.006661892,0.0066242516,0.028611243,0.0043806285,1.2628734e-06,0.0005384162,0.018856555,0.007396549,0.008949697,-1.10361725e-07,4.2527914e-05,0.00049857795,0.014602661,-3.6664307e-05,0.026743263,-1.0397285e-05,0.004608944,7.21775e-09,1.2937933e-05,-0.0001481399,8.098781e-06,3.105402e-05,0.023384094,1.6186386e-05,0.0056242943,-6.6280365e-05,0.0039824843,0.0150309205,0.004306644,0.020840079,-3.7938356e-05,0.033016533,0.038240314,0.0036392212,0.042220443,0.000106312335,0.0132210255,0.0010758936,-4.498288e-07,0.0037440509,0.03141153,0.031140625,0.03227952,1.5512109e-05,0.026786268,-4.8317015e-05,0.00044546276,0.00032442808,0.02304843,4.5076013e-07,1.9595027e-05,0.030883312,-1.6648322e-05,7.7877194e-05,0.00066927075,1.8242747e-05,0.00021093339,0.00923714,2.3283064e-10,-0.00015451759,0.00073227286,3.4924597e-08,0.004758239,0.014343172
s_016um_00203_00067-1,0.0032202303,0.00216116,0.000111199915,1.1570752e-05,0.0021249652,0.005048856,4.0076673e-05,7.485971e-05,0.0030349344,0.005773753,2.5961548e-05,1.7462298e-10,0.0033081472,0.00996089,0.002198279,-1.4016405e-07,0.005487919,-1.1641532e-10,1.0058284e-05,9.573996e-07,0.015001506,0.0043508857,0.00011108816,0.0004670471,-3.958121e-08,2.0340085e-05,-0.0002373159,0.005277738,0.02236107,0.016034782,0.00032231957,0.015484601,0.006744981,0.010446131,-0.00020874292,2.561137e-09,-2.6393682e-05,-1.036562e-06,0.003263265,-3.8184226e-08,-3.1199306e-08,0.014154851,0.00011321902,0.020642817,0.000106431544,0.008050144,0.00016608089,0.00022901595,-0.00024019182,0.000102974474,0.01499787,0.00011063367,5.19678e-07,0.00013071299,0.018545479,0.00037184358,0.001364693,0.011277735,0.00234285,-3.9115548e-08,0.0001604259,0.0075725615,0.017646223,0.014770269,0.013240337,1.7803162e-05,0.02446875,8.172542e-05,0.0002317205,0.022626549,4.624948e-06,-9.777024e-06,-2.803281e-07,0.0018773824,0.004784271,1.7698854e-05,3.6727637e-05,-1.7043203e-07,0.033587426,0.00047768652,0.00065900385,8.414686e-05,0.004392579,0.025294125,0.0001545474,0.010462642,0.005614698,0.003586322,9.252131e-05,-1.693517e-05,-1.110509e-05,0.0040346533,0.0037966669,0.0075285137,-0.0001417175,0.005024269,0.00901705,0.000978455,6.444752e-07,0.014765501,2.1278858e-05,0.0054192543,0.009528995,0.007012069,0.006676197,0.007903814,0.028610677,0.004494548,5.577132e-05,0.00056119263,0.018862724,0.0071398616,0.008808732,9.685755e-07,-1.3310462e-05,0.00087693334,0.015514582,-2.9191375e-05,0.028332978,9.0807676e-05,0.004608944,0.0004690066,1.2077391e-05,-0.00014676899,8.098781e-06,5.3536147e-05,0.02132824,-0.00013940781,8.445233e-05,8.070841e-06,0.004923418,0.015985608,0.010083407,0.021942407,-3.6831945e-05,0.027732491,0.044199407,0.0034359843,0.03745413,3.382191e-05,0.013221055,0.00086571276,-4.498288e-07,0.0037440509,0.029781967,0.030216575,0.032280833,1.5638769e-05,0.026134282,-9.762123e-06,0.00044522434,0.00047421455,0.002678588,4.3585896e-07,1.629442e-05,0.029904068,4.882738e-05,0.00014779717,0.00053039193,1.8239021e-05,0.00021452457,0.009574741,5.625561e-05,1.4640391e-06,0.0010792762,1.4761463e-07,0.0047783703,0.015211403
s_016um_00338_00248-1,0.0031853318,0.0020233542,2.4102628e-06,7.64057e-06,0.0018206835,0.005030185,3.9175153e-05,7.7448785e-06,0.0034478009,0.005766064,2.2925436e-05,-5.941093e-05,0.0033064783,0.00996092,0.0021965206,-1.4901161e-07,0.0054837465,1.2805685e-09,3.3084303e-05,9.573996e-07,0.015007108,0.00028951466,0.00011099875,0.00046108663,-2.5071204e-05,7.651746e-06,-0.00024744868,0.001371026,0.021254241,0.014900684,0.00020314008,0.0136145055,0.001112476,0.0074956417,-0.00024939328,2.8871e-07,-2.6408583e-05,-1.0281801e-06,0.0023537725,-1.036562e-06,1.24797225e-05,0.014299631,0.000113002956,0.020345747,9.769574e-07,0.008204192,3.9543957e-06,0.00018027425,-9.331852e-07,4.4796616e-07,0.014877766,0.00011499226,3.1851232e-07,9.369105e-07,0.01826197,0.00034549087,0.0012019426,0.0078546405,0.00234285,-4.6100467e-08,0.00025863945,0.0075740516,0.017646223,0.014768004,0.013249636,6.4969063e-06,0.02396077,4.7311187e-07,0.00022523105,0.021807253,5.239621e-06,-6.0964376e-06,-1.2729317e-05,0.0018748045,0.0047985017,-1.0725111e-05,3.6727637e-05,0.000695467,0.032751054,4.0136278e-05,0.00065873563,8.414686e-05,0.0037304908,0.025294125,9.679794e-05,0.010472536,0.0056450665,0.0035907775,9.395182e-05,-9.613484e-05,-1.1090189e-05,0.0039464682,0.0037632436,0.0075285137,-0.0001417175,0.0050589293,0.009036034,0.0008697808,2.0954758e-09,0.014524877,2.1282583e-05,0.0054361224,0.00953114,0.0050154924,0.006711513,0.007093549,0.028610677,0.004362926,3.0197203e-05,0.00066384673,0.018849611,0.0069999993,0.009043306,0.00013343245,-0.000121861696,0.010654658,0.01622963,0.00043465942,0.028470635,-4.7817826e-05,0.004608944,0.00036549568,1.2256205e-05,-7.192418e-05,8.098781e-06,0.0001205951,0.021484524,-0.00013202429,0.000110536814,3.2316893e-07,0.004390225,0.01577428,0.0051571876,0.0217821,-2.8599054e-05,0.026719928,0.0442113,0.0034399182,0.03748986,3.137812e-05,0.0132210255,0.00082597136,-4.498288e-07,0.0037440509,0.029556096,0.030241787,0.03227949,1.5512109e-05,0.022800326,-2.2683293e-05,0.00044535846,0.0012396276,8.255988e-05,2.9150397e-07,8.605421e-06,0.029715091,-9.23872e-07,0.00014223903,0.00051240623,1.8246472e-05,0.0002116561,0.010302067,0.00013696402,-0.00024068356,0.00076812506,6.053597e-08,0.0047917664,0.014575809
s_016um_00365_00269-1,0.0032226592,0.0020594597,3.46303e-05,9.585172e-06,0.0018462539,0.0050302,4.643202e-05,2.7440488e-05,0.003113404,0.005580753,2.0354986e-05,-8.881092e-05,0.0033025742,0.00996086,0.0021974295,-9.639189e-08,0.005503416,1.0980293e-06,0.0,9.573996e-07,0.015019685,0.00023772568,0.00011099875,0.00045166165,-4.188344e-05,8.774921e-06,-0.00017691404,0.0012654662,0.021102518,0.015535742,0.0002033189,0.013848692,0.0014847368,0.007183075,-0.00051905215,1.5366822e-08,-2.0176172e-05,-1.036562e-06,0.00212124,-1.0179356e-06,2.0489097e-07,0.013689339,0.00011271238,0.020374477,6.61239e-08,0.007797569,1.4331192e-05,0.00026875734,-9.6812844e-05,1.9650906e-06,0.014919966,0.00011072308,2.5425106e-07,-2.4344772e-06,0.017342597,0.0003022775,0.0011750311,0.0076010525,0.0023428649,-5.5879354e-08,0.00020422041,0.0075725913,0.017646402,0.014767319,0.013248473,6.262213e-06,0.024424583,1.2684613e-06,0.00021895021,0.022157222,5.5022538e-06,-1.1719763e-05,-1.3820827e-05,0.0018744618,0.004783869,-8.8743865e-05,3.6727637e-05,4.3217093e-05,0.033711344,0.00013119727,0.00065872073,8.414686e-05,0.0036951005,0.025294125,2.6565045e-05,0.010457635,0.005656451,0.0035942644,9.705871e-05,-9.509176e-05,-5.889684e-06,0.003945142,0.0037629753,0.0075285137,-0.0001417175,0.0050635934,0.008994669,0.00091703236,1.5133992e-09,0.014522642,2.1278858e-05,0.005414486,0.00952965,0.0042775124,0.0068555176,0.007883161,0.028610677,0.004423499,6.891787e-07,0.00044475496,0.018848538,0.00711143,0.008828104,9.2573464e-07,-1.725927e-05,0.0017613769,0.013982743,0.0006394312,0.0338431,-6.0599297e-05,0.004608944,0.0046129376,1.2129545e-05,-0.00011458248,8.098781e-06,3.783405e-05,0.021973759,-4.2706728e-05,0.00016648322,-1.0874122e-05,0.0042103976,0.015381128,0.0049584806,0.021570593,-6.519258e-05,0.026096046,0.03895977,0.0034293681,0.03743866,3.189966e-05,0.013221055,0.00080549717,-4.498288e-07,0.0037440509,0.027453065,0.029877633,0.03227949,1.5512109e-05,0.023177296,-2.7079135e-05,0.00044551492,8.2574785e-05,4.591793e-05,1.2014061e-07,5.5190176e-06,0.029731601,-5.751103e-05,0.00012221187,0.0005049929,1.8239021e-05,0.00019355118,0.008087933,8.966774e-05,-0.00039988756,0.00018659979,1.6763806e-08,0.0047778487,0.014168024
s_016um_00256_00111-1,0.0032972395,0.0021280497,0.00021735579,1.4375895e-05,0.0018790066,0.005295068,3.905222e-05,0.00020293891,0.0032245964,0.0057415664,2.579391e-05,-1.0684133e-05,0.003313601,0.00996089,0.0021980852,-1.3643876e-07,0.0054838657,-4.656613e-10,5.2452087e-06,9.573996e-07,0.015002996,0.0030897856,0.00011101365,0.00045841187,2.910383e-11,1.3861805e-05,-0.00023325533,0.00082343817,0.022182673,0.016263306,0.0003597811,0.0138994455,0.008100122,0.011508048,-4.703179e-06,1.5165657e-05,-2.642721e-05,-1.036562e-06,0.0029500276,-5.578622e-07,-4.7963113e-08,0.014343709,0.000112742186,0.02034548,6.2055886e-05,0.008346856,0.00021868199,0.0002540797,-0.00024019182,2.2351742e-06,0.01498428,0.00011063367,4.870817e-07,6.231293e-05,0.019067764,0.00040774792,0.001370877,0.0094361305,0.00234285,-2.0489097e-08,0.0002849251,0.0075725615,0.017646223,0.014767259,0.013239443,3.0126423e-05,0.025034279,0.000169456,0.0002644211,0.02308172,4.6491623e-06,6.5155327e-06,-3.3341348e-07,0.001878947,0.0047765225,2.9332936e-05,3.6727637e-05,1.9278377e-07,0.032764524,0.0001783967,0.00065872073,8.414686e-05,0.0038634539,0.025294125,0.00027401,0.010482639,0.0056236982,0.0035850257,0.00010526925,-1.0021031e-06,-1.110509e-05,0.003982082,0.0037704706,0.0075285137,-0.0001417175,0.005027458,0.009026736,0.0011071861,3.958121e-08,0.0146203935,2.1278858e-05,0.005420625,0.009533465,0.0055451393,0.0066749454,0.008226544,0.028610677,0.0043995082,1.7173588e-05,0.001041919,0.018868208,0.007258296,0.008833915,9.732321e-08,4.198402e-06,0.0020373464,0.016801089,-1.6793609e-05,0.02658537,7.31349e-05,0.004608944,5.3487718e-05,1.2092292e-05,-0.00014062971,8.098781e-06,3.547594e-05,0.021626115,-0.00013673306,8.250028e-05,3.6414713e-07,0.0041782856,0.0159311,0.0062455833,0.022380859,-3.283471e-05,0.026801348,0.04673183,0.0034354776,0.03746879,3.3494085e-05,0.01323995,0.0008678436,-3.3341348e-07,0.0037440509,0.029064953,0.030070662,0.032325357,2.0284206e-05,0.025261432,-1.18762255e-05,0.0004454106,0.00092844665,0.0008573383,2.9560179e-06,1.4923513e-05,0.029874891,0.00028173625,0.00014641136,0.00052426755,1.8239021e-05,0.00021908432,0.009621859,0.00023165345,-7.904321e-05,0.0049720258,2.1234155e-07,0.004777804,0.015201092
s_016um_00071_00195-1,0.0032488853,0.0021749139,0.00012078136,1.8656254e-05,0.0018879473,0.00546962,3.9994717e-05,0.0006650239,0.0030572116,0.0057602227,2.3759902e-05,-2.0824373e-06,0.0033076108,0.009961188,0.0021979064,-1.3550743e-07,0.005483955,3.8649887e-08,0.0012166351,9.573996e-07,0.01498571,0.0017140657,0.00011102855,0.00045579672,-4.6100467e-08,1.4226884e-05,-0.00023106486,0.00015113503,0.02166313,0.01598376,0.00035528094,0.013825595,0.009099156,0.010716379,-6.570667e-05,1.097098e-06,-2.617389e-05,-1.036562e-06,0.0028871,-3.7439167e-07,-3.8184226e-08,0.013876468,0.00011321157,0.020338804,0.00048188865,0.0080985725,0.00012443215,0.00021936744,-0.00024017692,2.194196e-06,0.01497972,0.00011063367,3.6973506e-07,3.7178397e-06,0.018700302,0.0004207641,0.0013347268,0.009254426,0.0023428649,-2.9802322e-08,0.00019260496,0.007572472,0.017646223,0.014768422,0.013245195,2.3007393e-05,0.024778694,5.118549e-05,0.00026450306,0.02290678,4.5336783e-06,-6.444752e-06,5.820766e-10,0.0018779188,0.004777357,7.897615e-06,3.6727637e-05,1.2898818e-07,0.032350093,9.2975795e-05,0.00065872073,8.414686e-05,0.003801465,0.025294125,0.00033497065,0.010561436,0.00562042,0.0035862029,9.9502504e-05,-1.9092113e-08,-1.1101365e-05,0.0039703697,0.0037750602,0.0075285137,-0.0001417175,0.0050298125,0.009024769,0.0010124296,6.64033e-06,0.014891148,2.1282583e-05,0.0054132342,0.009537697,0.006059617,0.0066654086,0.007917166,0.028618246,0.0045021474,1.4059246e-05,0.0009665042,0.018883884,0.0073141754,0.008821517,-1.5925616e-07,-2.30968e-06,0.0027403533,0.016961932,-7.798895e-06,0.026942104,2.4177134e-06,0.004608944,1.9755214e-05,1.2110919e-05,-0.00014144927,8.098781e-06,6.159395e-05,0.021669388,-0.00012167543,0.00017499924,-7.0314854e-08,0.004145384,0.015779436,0.0051618516,0.022595495,-3.149733e-05,0.02918446,0.04772806,0.0035723448,0.038476557,5.371496e-05,0.0132211745,0.0009711385,-4.4889748e-07,0.0037440509,0.032415897,0.031229883,0.032283753,1.592189e-05,0.026082486,-1.2360513e-05,0.00044525415,0.0005626455,0.001254499,1.5310943e-06,1.5143305e-05,0.030112416,7.627532e-06,0.00014081597,0.0005823672,1.8239021e-05,0.00021912903,0.00921616,5.100295e-05,6.0964376e-06,0.0024683923,2.477318e-07,0.004771456,0.014875352
s_016um_00268_00292-1,0.003168121,0.0020782202,0.0011253208,1.6786158e-05,0.0018231124,0.0050771087,3.8985163e-05,0.00029045343,0.003085658,0.0056073666,2.0641834e-05,-3.9394945e-07,0.0033054054,0.00996086,0.002199322,-1.3969839e-07,0.005483806,-2.910383e-11,-1.0849908e-07,9.573996e-07,0.014982849,0.0050387383,0.000111036,0.0005684942,-1.73226e-06,4.094094e-05,-0.00023642927,0.0007442981,0.021811604,0.01618737,0.00032243133,0.014773637,0.0069903433,0.010488272,-0.00018136948,5.820766e-10,-2.6043504e-05,-1.036562e-06,0.003120765,-4.2002648e-07,-4.749745e-08,0.012779325,0.00011269748,0.020433098,5.304441e-05,0.007867038,0.0005489439,7.735938e-05,-0.00024019182,6.088987e-06,0.015010238,0.00011063367,4.861504e-07,9.918585e-07,0.018238693,0.0003695637,0.0012974143,0.010871768,0.00234285,-4.7963113e-08,0.00010397285,0.0075733364,0.017646223,0.014767379,0.013242155,1.4200807e-05,0.024813741,0.00019848347,0.00022165477,0.02255392,5.984679e-06,-2.0619482e-05,0.0,0.0018777251,0.004774794,-6.519258e-07,3.6727637e-05,2.3283064e-09,0.033885747,0.0011086762,0.00065875053,8.414686e-05,0.004469916,0.025294125,2.355501e-05,0.010481417,0.005609095,0.0035853535,0.00011371076,0.00074620545,-1.6707927e-06,0.0041131526,0.003818512,0.0075285137,-0.0001417175,0.0050263703,0.009067178,0.001070261,4.8894435e-07,0.014845759,2.1278858e-05,0.005390361,0.0095412135,0.0054933727,0.0066778064,0.009129822,0.028610677,0.004559681,0.000334315,0.0004889667,0.018862396,0.00759086,0.008606523,2.6796013e-05,-4.6063215e-05,0.0033814907,0.01586309,-2.7511269e-06,0.027478993,0.00021586567,0.004608944,7.4822456e-06,1.2069941e-05,-0.00012958795,8.098781e-06,0.0001039505,0.021321863,-0.00013894588,3.202632e-05,-6.3795596e-07,0.0042422563,0.01587671,0.006434709,0.020835996,-6.460026e-05,0.026691914,0.03781736,0.0034358054,0.03745252,3.2301992e-05,0.0132210255,0.0008292645,-4.498288e-07,0.0037440509,0.030194104,0.030460477,0.032280385,1.559779e-05,0.025016636,-9.199604e-06,0.00044579804,3.4108758e-05,0.0011949837,4.824251e-07,9.976327e-06,0.029831141,8.5122883e-07,0.00011242181,0.000504829,1.8239021e-05,0.00018987805,0.0073517263,2.1755695e-05,0.00025597215,0.0013767928,2.225861e-07,0.004798174,0.014571428
