,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
s_016um_00028_00161-1,0.0034144074,0.0021383315,0.00010116398,1.2718141e-05,0.0020126998,0.0053409785,3.9488077e-05,0.00029254705,0.003264442,0.005717337,3.0577183e-05,-7.6089054e-07,0.0033022165,0.009961039,0.002197653,-4.4703484e-08,0.005483955,-2.5425106e-07,5.532056e-06,9.573996e-07,0.01500532,0.0035218,0.00011104345,0.0004766658,1.3969839e-09,1.7438084e-05,-0.00011200458,0.0013058633,0.022105634,0.015756309,0.00034335256,0.014225781,0.010488272,0.013358742,-3.1698495e-05,-1.17812306e-07,-2.6192516e-05,-1.036562e-06,0.0027662367,-2.561137e-08,-3.9115548e-08,0.014934003,0.00011321157,0.02033016,0.00015808642,0.008225381,0.00030635297,0.00022155046,-0.00024019182,2.1588057e-06,0.01501438,0.00011063367,5.606562e-07,5.253777e-05,0.01867497,0.00039116293,0.0013676584,0.010223031,0.00234285,-2.8871e-08,0.0003291145,0.0075725317,0.017646223,0.014768332,0.013239592,2.4080276e-05,0.024561465,0.00013972819,0.00025764853,0.023123741,5.0198287e-06,5.2675605e-06,-9.685755e-08,0.0018774122,0.004775718,-2.188608e-08,3.6727637e-05,2.418831e-05,0.03205201,4.6230853e-06,0.00065872073,8.414686e-05,0.0038565993,0.025294125,0.00027431548,0.010496736,0.005620241,0.0035849959,9.7222626e-05,-1.3653189e-05,-1.109764e-05,0.0039936155,0.0037798434,0.0075285137,-0.0001417175,0.0050272644,0.009045064,0.0010706335,1.3271347e-08,0.0146048665,2.1278858e-05,0.0054201484,0.009536833,0.006069541,0.006689757,0.008266807,0.028614402,0.0043957084,3.7971884e-05,0.0007197708,0.018866241,0.0072339475,0.009077907,5.8654696e-06,-2.0023435e-07,0.0027648807,0.015974283,-3.008172e-06,0.027018964,4.541129e-06,0.004608944,1.2155622e-05,1.21071935e-05,-0.00014594197,8.098781e-06,0.000101052225,0.021638513,-0.00012534857,0.000119805336,3.7364662e-06,0.0043025017,0.016150504,0.006016642,0.022594035,-2.8450042e-05,0.027071685,0.045728505,0.0034392476,0.037540585,3.5446137e-05,0.013221234,0.0008766055,-4.4889748e-07,0.0037440509,0.029777974,0.030445933,0.032281667,1.5720725e-05,0.026313484,-8.678064e-06,0.00044525415,0.001572758,0.0032117516,2.682209e-06,1.4532357e-05,0.029949188,0.000115543604,0.00014390051,0.0005512014,1.8242747e-05,0.00022999197,0.011440158,0.00021766871,1.0477379e-07,0.005266264,4.209578e-07,0.004769981,0.015051007
s_016um_00162_00071-1,0.0032852143,0.0021886528,0.00014205277,1.4249235e-05,0.0018353462,0.005316779,3.9681792e-05,0.0003889054,0.0031167865,0.0056857467,3.8776547e-05,5.1315874e-07,0.0033053309,0.009960979,0.002198249,-1.3457611e-07,0.0054841936,-3.1664968e-08,4.2509288e-05,9.573996e-07,0.014992267,0.001786232,0.000111073256,0.00046678632,1.5459955e-07,2.4221838e-05,-0.00023046136,0.002414167,0.02247724,0.016639143,0.00044512004,0.013582647,0.017002404,0.011402905,-5.6631863e-05,6.9849193e-10,-2.4672598e-05,-1.036562e-06,0.0030399412,2.8405339e-08,-3.4458935e-08,0.013960421,0.00011342019,0.020403862,0.00020479411,0.008067727,0.00017610937,0.00022643805,-0.00024019182,1.8663704e-06,0.0149873495,0.00011063367,3.9953738e-07,3.3620745e-05,0.018414408,0.00038047135,0.0013856739,0.009025663,0.0023429245,-3.259629e-08,0.00026215613,0.0075725317,0.017646223,0.014769167,0.01323989,3.280118e-05,0.024615914,0.00031279027,0.00026965886,0.023960263,5.0198287e-06,2.3450702e-06,2.2817403e-08,0.0018766224,0.0047764033,-1.2628734e-06,3.6727637e-05,1.6130507e-06,0.0322662,2.0768493e-05,0.00065872073,8.414686e-05,0.0038663298,0.025294125,0.00029964745,0.010489464,0.0056228936,0.0035890043,9.151548e-05,-1.7419457e-05,-1.109764e-05,0.0039753914,0.0037733763,0.0075285137,-0.0001417175,0.005028993,0.009023905,0.0011556596,1.44355e-08,0.014606416,2.1278858e-05,0.005421251,0.009539127,0.0059694946,0.006770313,0.0074673295,0.02862519,0.0044859797,3.9711595e-05,0.0007634908,0.018864572,0.007214546,0.009420514,3.8184226e-08,1.9837171e-07,0.0023160577,0.016073942,-6.204471e-06,0.027193427,2.561137e-07,0.004608944,1.7534941e-05,1.2215227e-05,-0.00014418364,8.098781e-06,6.386265e-05,0.021545112,-0.00012602657,0.00043653697,1.0743737e-05,0.004266575,0.016251385,0.0068160295,0.022982955,-2.3405999e-05,0.027644575,0.04810232,0.0034594238,0.03779736,3.9380044e-05,0.013221145,0.00087210536,-4.498288e-07,0.0037440509,0.030289322,0.030650288,0.032280385,1.559779e-05,0.02632308,-3.8761646e-06,0.0004452616,0.0025528818,0.004237637,1.4584512e-06,1.7374754e-05,0.029989272,7.993728e-05,0.0001520738,0.00054064393,1.8242747e-05,0.00021591783,0.011861742,0.00011962652,2.8591603e-06,0.0026899427,4.6472996e-07,0.004773885,0.015354842
s_016um_00226_00020-1,0.004672006,0.0033945441,0.00032822788,3.482774e-05,0.0018059313,0.005036369,3.8430095e-05,7.970631e-05,0.0030225664,0.00667423,5.8535486e-05,1.0551885e-06,0.0032886416,0.00996086,0.0021964312,2.0433217e-05,0.0054837167,-9.881333e-07,-1.7862767e-06,9.573996e-07,0.014994472,0.00015760958,0.000111073256,0.00045511872,-9.484589e-06,8.465722e-06,0.008514285,-1.04010105e-05,0.020872146,0.013369918,0.0016201138,0.01333341,0.020292163,0.0049084127,-9.789318e-05,7.310882e-08,-2.6430935e-05,-1.036562e-06,0.0016453862,3.0059367e-05,-5.401671e-08,0.011846691,0.00011264533,0.020203084,0.0014994144,0.010227948,2.0898879e-06,0.00013174862,-0.00024019182,1.2014061e-07,0.015227348,0.00011063367,1.6018748e-07,-0.00011316687,0.023441166,0.0006869137,0.0022776425,0.0073795617,0.00234285,-3.7252903e-08,3.2100827e-05,0.007576674,0.017646223,0.014766544,0.01323846,6.7222863e-06,0.023456872,-1.8142164e-06,0.00031235814,0.023151636,3.1515956e-06,0.00070501864,-2.0954758e-08,0.0018763393,0.00477466,-2.4300069e-05,3.6727637e-05,0.00017520785,0.030979186,-1.9915402e-05,0.00065872073,8.414686e-05,0.0036444962,0.02529493,0.00055101514,0.010455161,0.0057994425,0.0036154687,9.263307e-05,-3.7662685e-06,-1.110509e-05,0.0039906204,0.0037973225,0.0075285137,-0.0001417175,0.0050192475,0.009168357,0.0007943362,1.2805685e-09,0.014485508,2.1278858e-05,0.0054472983,0.009600103,0.0059274435,0.0066485107,0.006741166,0.028610677,0.0042282343,6.2864274e-08,8.0842525e-05,0.018837214,0.0071501136,0.008190215,0.00035531074,0.0020681024,8.235872e-05,0.017184466,-2.1122396e-05,0.021523148,0.00023043901,0.004608944,-2.6058406e-05,1.3843179e-05,-0.00013919175,8.098781e-06,2.7045608e-06,0.022267997,0.0001078248,0.00028555095,-0.0008338094,0.0039337426,0.01418072,0.0033336878,0.020435601,-0.00014034659,0.025798261,0.026943207,0.0034288615,0.037413567,2.4389476e-05,0.0132211745,0.00071918964,-4.4889748e-07,0.0037440509,0.023338348,0.029197633,0.03227946,1.5508384e-05,0.02837795,-0.00010538846,0.0004523173,-0.0014426261,1.4081597e-06,3.4831464e-07,8.866191e-06,0.029436916,0.0002283752,6.037578e-05,0.00044874102,1.8641353e-05,0.00020769984,0.00359644,5.0071627e-05,-0.0023884326,0.00033831596,9.546056e-09,0.004756242,0.015628755
s_016um_00126_00111-1,0.0034529567,0.0021730661,6.178394e-05,1.0691583e-05,0.0019226968,0.005141869,3.9860606e-05,0.00015570968,0.0031278282,0.005711645,2.713129e-05,5.5462122e-05,0.0033012927,0.00996089,0.002198413,-1.3783574e-07,0.005483955,-2.0954758e-08,5.2992254e-06,9.573996e-07,0.014992267,0.0014852136,0.00011104345,0.0004491508,-1.7695129e-08,1.6599894e-05,-0.00023461133,0.0031023026,0.021804243,0.015654117,0.00031000376,0.01402083,0.007438332,0.010262042,-5.5886805e-05,1.962483e-05,-2.0835549e-05,-1.036562e-06,0.002680838,-1.8067658e-07,-3.3527613e-08,0.014587313,0.000113509595,0.02037391,0.0009859651,0.008239746,7.31498e-05,0.00020684302,-0.00024018437,1.0440126e-06,0.014966011,0.00011063367,3.9301813e-07,3.668666e-05,0.018635213,0.0003971532,0.001342684,0.009145141,0.00234285,-3.3993274e-08,0.00025172532,0.0075725615,0.017646223,0.014769435,0.013243914,1.7851591e-05,0.024425596,0.0001232028,0.00024275482,0.022639185,4.455447e-06,-1.5459955e-06,-7.096678e-07,0.0018773377,0.0047780722,9.4342977e-07,3.6727637e-05,5.122274e-09,0.032648653,4.5452267e-05,0.00065873563,8.414686e-05,0.0038956106,0.025294125,0.00029711425,0.010494471,0.0056316555,0.0035849214,9.358674e-05,-1.322478e-07,-1.1030585e-05,0.0039815158,0.0037803352,0.0075285137,-0.0001417175,0.0050323755,0.009015948,0.0011301935,2.7008355e-08,0.014634371,2.1282583e-05,0.005400434,0.009538919,0.006141603,0.0067091286,0.007418275,0.028645039,0.0043868124,9.43616e-05,0.0006160885,0.018855304,0.0072151423,0.009533286,4.33065e-08,-1.4249235e-07,0.0042416602,0.016471624,-1.3653189e-06,0.02619353,-1.09896064e-07,0.004608944,2.6565045e-05,1.2170523e-05,-0.00014586747,8.098781e-06,2.6844442e-05,0.02212438,-6.932765e-05,0.00018712133,2.9616058e-07,0.0042404234,0.015930712,0.0059924424,0.022447288,-3.2506883e-05,0.027881265,0.045117944,0.0034585595,0.03791505,4.2598695e-05,0.013221264,0.00087052584,-4.4889748e-07,0.0037440509,0.030608833,0.030713588,0.032281727,1.572445e-05,0.028624743,-1.0777265e-05,0.00044555217,0.0021544844,0.006198138,1.1427328e-06,1.21966e-05,0.030045867,9.853393e-07,0.0001308918,0.0005790666,1.8246472e-05,0.00022546947,0.011497974,0.00012561679,4.6569854e-05,0.0038710237,3.6973506e-07,0.0047766715,0.0147155225
s_016um_00012_00401-1,0.003430128,0.0021961331,5.589053e-05,1.0356307e-05,0.0018725246,0.005084127,3.9964914e-05,0.00059203804,0.0031407624,0.005775422,3.832206e-05,-1.3737008e-07,0.003306955,0.00996086,0.0021982044,-1.3923272e-07,0.005484104,5.5413693e-08,3.5829842e-05,9.573996e-07,0.014999419,0.0041264445,0.00011104345,0.0004543066,0.0,1.6894192e-05,-0.00023608655,0.0068954527,0.022138774,0.01610002,0.00034349412,0.013980359,0.02119109,0.012429655,-5.5316836e-05,1.6354024e-06,-2.6270747e-05,-1.036562e-06,0.0031036586,-3.3900142e-07,-2.2351742e-08,0.014000505,0.00011393428,0.020388722,0.00068466365,0.008149564,0.0004034713,0.0002772957,-0.00024019182,1.942739e-06,0.01497975,0.00011063367,4.861504e-07,7.223338e-05,0.018582106,0.0003946498,0.0013476759,0.010435164,0.00234285,-3.1664968e-08,0.0002873838,0.007572502,0.017646223,0.014771789,0.013239771,4.4506043e-05,0.024936408,0.0004676804,0.00024323165,0.022924274,4.582107e-06,-7.34441e-06,-2.3134053e-06,0.001876995,0.0047768354,-5.820766e-10,3.6727637e-05,7.878989e-07,0.03230512,3.1143427e-05,0.00065872073,8.414686e-05,0.003995225,0.025294185,6.272644e-05,0.010468036,0.00561288,0.0035851598,0.000104665756,-2.7790666e-05,-1.0669231e-05,0.003984213,0.0037815422,0.0075285137,-0.0001417175,0.0050277114,0.009018987,0.0011169165,1.4202669e-08,0.014580578,2.1278858e-05,0.0054174066,0.0095413625,0.0062359273,0.0067851543,0.0075728297,0.02861625,0.0043966174,2.8267503e-05,0.00072671473,0.01886174,0.0073775947,0.008708328,8.312985e-06,-1.3001263e-05,0.0056955516,0.01593858,3.669411e-07,0.028399229,2.3543835e-06,0.004608944,0.0002257675,1.2103468e-05,-0.00014606118,8.098781e-06,6.466359e-05,0.021637946,-0.000132747,7.849559e-05,1.6536564e-05,0.004323855,0.016323209,0.0074070096,0.02281174,-1.9218773e-05,0.027493477,0.050135374,0.0034514666,0.03774941,3.8601458e-05,0.013221204,0.00087837875,-4.4889748e-07,0.0037440509,0.03038606,0.03050524,0.032280713,1.5627593e-05,0.026598454,-1.6205013e-06,0.00044552982,0.0045671016,0.002895683,1.0930002e-05,1.5418977e-05,0.029975832,8.226931e-05,0.00016022474,0.00056269765,1.8242747e-05,0.0002309531,0.011099219,0.00020109117,-3.6563724e-06,0.0021577775,3.790483e-07,0.0047804117,0.015110582
s_016um_00065_00147-1,0.0031621158,0.0021534413,0.00012951344,1.0613352e-05,0.001880303,0.0050724,3.952533e-05,9.868294e-05,0.003139004,0.0058918,2.0895153e-05,9.126961e-08,0.0033128262,0.009961009,0.0022004247,-8.288771e-08,0.0054838955,2.561137e-08,3.4198165e-05,9.573996e-07,0.015003681,0.0020225644,0.00011102855,0.000463292,-5.476177e-07,1.4409423e-05,-0.00016606599,0.0022441596,0.02210918,0.015390068,0.0003112927,0.014556527,0.0051478148,0.01210165,-0.00012206286,-3.715977e-06,-2.6457012e-05,-1.036562e-06,0.003396526,-2.1792948e-07,-4.1443855e-08,0.01442039,0.000113494694,0.020450085,2.4311244e-05,0.008278668,0.00028752536,0.00017233938,-0.00024019182,1.3720244e-05,0.01502201,0.00011063367,4.4796616e-07,2.361834e-05,0.018446416,0.00037180632,0.0013584048,0.010137528,0.00234285,-3.9115548e-08,0.00024235994,0.007572651,0.017646223,0.0147686,0.013248444,1.6897917e-05,0.024692565,9.508431e-05,0.00022953004,0.022260964,5.569309e-06,-8.424744e-06,-5.820766e-09,0.0018767565,0.004781112,9.639189e-07,3.6727637e-05,-3.17581e-07,0.034333676,0.0016095191,0.00065875053,8.414686e-05,0.004486382,0.025294125,0.00018681586,0.010633498,0.0056094527,0.0035859048,0.00010000169,2.47173e-06,-1.1101365e-05,0.0040927827,0.003808841,0.0075285137,-0.0001417175,0.005030021,0.009082675,0.0010441244,1.2610108e-06,0.014896035,2.1278858e-05,0.005458057,0.009535164,0.0065479577,0.0066775978,0.008693546,0.028610677,0.0043708384,6.728619e-05,0.0007811785,0.018888742,0.0073623955,0.009223908,2.4810433e-06,1.1857599e-05,0.0026710182,0.01596427,-4.7385693e-06,0.027125955,0.00022334605,0.004608944,0.00012727082,1.2081116e-05,-0.00014740974,8.098781e-06,0.00026812404,0.021424294,-0.00013954192,6.0211867e-05,3.3583492e-06,0.004233837,0.015969425,0.0074244738,0.021714836,-3.0118972e-05,0.026342005,0.044687003,0.0034297258,0.037418783,2.925098e-05,0.013221264,0.0007915348,-4.4889748e-07,0.0037440509,0.027507454,0.030112803,0.032281578,1.5713274e-05,0.025127232,-5.301088e-06,0.0004459247,0.0010546744,0.0014884919,4.33065e-07,1.4502555e-05,0.02973041,0.00014561415,0.00015805662,0.00049261004,1.8239021e-05,0.00019735098,0.010759324,0.00016461313,1.1855736e-06,0.0029080212,3.3620745e-07,0.0047665387,0.01570648
s_016um_00240_00362-1,0.0032255203,0.0021670759,0.00026295334,1.3969839e-05,0.0018690825,0.0050484687,3.9719045e-05,0.0005120933,0.0030525774,0.00595361,2.6501715e-05,-9.050593e-06,0.0033031404,0.00996089,0.0021983683,-1.0523945e-07,0.0054840147,1.17607415e-05,3.5747886e-05,9.573996e-07,0.014994562,0.0025214553,0.00011101365,0.00051788986,-9.313226e-10,1.1835247e-05,-0.00019444525,0.0016985387,0.02248478,0.015638977,0.0003073737,0.013707668,0.013040423,0.010926276,-0.00012675673,1.3709068e-06,-2.6423484e-05,-1.036562e-06,0.0028096884,7.0780516e-08,-4.33065e-08,0.014916599,0.000113643706,0.020459086,3.5319477e-05,0.008293688,0.00040900707,0.00015149266,-0.00024019182,4.7329813e-06,0.015014887,0.00011063367,4.4703484e-07,3.2987446e-05,0.018164665,0.00036545098,0.0014203787,0.010393143,0.00234285,-4.284084e-08,0.00039760023,0.0075725317,0.017646223,0.014767885,0.013240129,1.79708e-05,0.024985552,0.00074882805,0.00022356957,0.022298872,4.3753535e-06,-9.2200935e-08,-9.3877316e-07,0.0018789768,0.004775986,9.695068e-06,3.6727637e-05,-2.2351742e-08,0.03399709,0.00086401403,0.00065889955,8.414686e-05,0.004222825,0.025294125,3.69139e-05,0.010488957,0.005609244,0.003585592,0.000103250146,6.7356974e-05,-1.110509e-05,0.004067555,0.0037854016,0.0075285137,-0.0001417175,0.0050422847,0.009027839,0.0010043979,9.750947e-07,0.01479727,2.1278858e-05,0.0054398477,0.009530395,0.006317824,0.0067073405,0.007849336,0.028610677,0.0044099987,7.47405e-05,0.0007042438,0.018861145,0.0071983337,0.008779615,4.7646463e-06,1.2246892e-07,0.0017641038,0.0155469775,-9.3095005e-06,0.028300554,6.133318e-05,0.004608944,0.00019010901,1.2077391e-05,-0.00014735013,8.098781e-06,5.869195e-05,0.021463692,-0.00013766438,7.814914e-05,1.5478581e-06,0.0043634176,0.015939176,0.006311506,0.02169156,-3.348291e-05,0.027020037,0.044079363,0.003433004,0.037452847,3.289804e-05,0.013221085,0.000894174,-4.498288e-07,0.0037440509,0.029621214,0.03022018,0.032281578,1.5713274e-05,0.02436322,-7.495284e-06,0.0004452467,0.0009330213,0.0014034212,1.0374933e-06,1.73226e-05,0.030033708,0.00018692017,0.000145562,0.00052729994,1.8239021e-05,0.0002104193,0.009494424,0.00023633987,-3.054738e-07,0.0028108656,1.8812716e-07,0.004776314,0.015333027
s_016um_00197_00048-1,0.0032497793,0.0021250844,5.6620687e-05,1.1920929e-05,0.0021173656,0.005052313,3.9543957e-05,0.00031244755,0.0030953884,0.005666703,2.6445836e-05,-1.2349337e-05,0.0032969862,0.00996086,0.0021973997,-1.383014e-07,0.00548476,3.7346035e-06,0.00016249716,9.573996e-07,0.015008122,0.0014459491,0.0001110211,0.00044991076,-6.0815364e-07,1.1663884e-05,-0.00023524463,0.0010567904,0.02279836,0.015809238,0.00035136193,0.014400482,0.007837415,0.009820312,-0.00018974394,3.835559e-05,-2.6267022e-05,-1.036562e-06,0.0027505457,6.752089e-08,-4.8428774e-08,0.01340428,0.0001135394,0.0206244,2.9746443e-06,0.007976145,0.00028933585,0.00011848658,-0.00024019182,3.6921352e-05,0.015004098,0.00011063367,4.0140003e-07,2.9373914e-06,0.018200725,0.00037023425,0.0015048087,0.009319127,0.00234285,-4.749745e-08,0.00016555935,0.007572472,0.017646253,0.014767259,0.013239473,1.5381724e-05,0.024469703,0.000245288,0.00022950768,0.022486478,4.6584755e-06,-4.1704625e-06,2.635643e-07,0.0018780082,0.0047752857,5.820766e-11,3.6727637e-05,-2.8405339e-08,0.033393413,0.00093638897,0.00065875053,8.414686e-05,0.004501343,0.025294125,0.00024428964,0.010465771,0.005609542,0.0035852045,9.24021e-05,-9.11206e-06,-1.110509e-05,0.004070103,0.0038125366,0.0075285137,-0.0001417175,0.0050287545,0.009016454,0.0009814501,6.100163e-08,0.014665365,2.1278858e-05,0.0053997785,0.009535611,0.0069158077,0.006679237,0.007968634,0.028610706,0.004570648,5.38975e-05,0.0004079193,0.018865079,0.0072184205,0.008561224,1.6205013e-07,0.0,0.0018018931,0.015891105,-1.0171905e-05,0.0265868,1.5348196e-05,0.004608944,4.678592e-05,1.23381615e-05,-0.00014761835,8.098781e-06,3.20971e-05,0.021564335,-0.00011705607,5.4098666e-05,7.76723e-06,0.0041731447,0.016017884,0.007315755,0.021838516,-1.9628555e-05,0.026712984,0.046372384,0.0034348816,0.03746119,3.1352043e-05,0.013221383,0.0008466691,-4.4796616e-07,0.0037440509,0.028887779,0.030222327,0.032280892,1.564622e-05,0.023707747,-5.5674464e-06,0.0004451722,0.0037425011,0.0012109876,4.777685e-07,1.5672296e-05,0.029932916,8.696318e-05,0.00017502904,0.0005132109,1.8239021e-05,0.00019211322,0.013359696,2.0772219e-05,-1.7508864e-07,0.0018628538,1.3783574e-07,0.0047679245,0.015526742
s_016um_00019_00283-1,0.003230989,0.0022835135,0.00025285035,1.2345612e-05,0.0021885931,0.0050510615,3.961101e-05,0.00014455616,0.0031384379,0.0059233606,2.9757619e-05,9.685755e-07,0.0033096373,0.009961247,0.0021994263,-1.3969839e-07,0.0054847896,-2.188608e-08,0.00013044477,9.573996e-07,0.014989197,0.003694415,0.000111036,0.00048317015,-2.7008355e-08,1.5918165e-05,-0.00023647398,0.00068223476,0.021682262,0.01569277,0.00038006902,0.014536709,0.010851085,0.010562837,-0.00016992539,-2.2388995e-06,-2.6360154e-05,-1.036562e-06,0.0027408302,-4.582107e-07,-4.284084e-08,0.013382763,0.000112980604,0.020461947,3.874302e-06,0.008692265,0.00036022067,0.00013837963,-0.00024018437,1.8399209e-05,0.01501137,0.00011063367,4.3958426e-07,2.5834888e-06,0.018567532,0.00036774576,0.0013525039,0.009601295,0.00234285,-3.8649887e-08,0.00015969574,0.007572621,0.017646223,0.014767826,0.013240784,1.4863908e-05,0.024501383,3.856793e-05,0.00023745745,0.022921443,4.298985e-06,-1.7508864e-06,4.9360096e-07,0.001879245,0.0047798455,0.00018563867,3.6727637e-05,8.840114e-06,0.033664495,0.000779897,0.00065873563,8.414686e-05,0.0046052784,0.025294125,0.00017265975,0.01047042,0.0056096613,0.0035857558,9.55686e-05,-2.7537346e-05,-1.1101365e-05,0.0041026175,0.003829524,0.0075285137,-0.0001417175,0.005028501,0.008998781,0.00093336403,4.451722e-07,0.014674902,2.1278858e-05,0.005394608,0.009529948,0.006372392,0.0066952705,0.008146584,0.028610736,0.004398674,3.299862e-05,0.0006175712,0.018859923,0.0072215796,0.00861007,1.4491379e-06,0.0,0.0031373948,0.0154618025,-2.9429793e-06,0.02721709,0.00019247085,0.004608944,0.00030569732,1.21071935e-05,-0.00014544278,8.098781e-06,6.856024e-05,0.021407992,-0.00013900548,6.0420483e-05,1.1650845e-06,0.004184976,0.015861928,0.00597775,0.022275418,-2.9787421e-05,0.027126819,0.04581338,0.003431186,0.037428916,3.0402094e-05,0.013221055,0.000827387,-4.498288e-07,0.0037440509,0.028316528,0.030036181,0.032280803,1.5638769e-05,0.024328113,-6.0927123e-06,0.00044529885,0.00097052753,0.0011562407,3.7625432e-07,1.4796853e-05,0.029802114,0.00020039082,0.00015325099,0.00050611794,1.8242747e-05,0.00019320846,0.010231674,3.7774444e-05,7.1618706e-07,0.0015818775,2.1420419e-07,0.004776314,0.01554364
s_016um_00360_00238-1,0.0033235103,0.0020222664,2.3379922e-05,8.234754e-06,0.0018251985,0.005033344,4.0486455e-05,0.00011771172,0.0033805668,0.0055509806,2.0973384e-05,-9.81465e-05,0.0032989234,0.00996086,0.0021966696,-1.0849908e-07,0.0054869354,6.435439e-07,-6.2864274e-09,9.573996e-07,0.015013605,0.0002491176,0.0001110062,0.0004530996,-5.144626e-05,8.657575e-06,-0.00019378215,0.005888492,0.021071047,0.015034169,0.00022021681,0.013770461,0.00037326664,0.0067196786,-0.00068858266,0.0,-2.124533e-05,-1.036562e-06,0.0021598637,-9.583309e-07,1.7788261e-07,0.014378786,0.0001129657,0.020553827,1.359731e-07,0.0077244937,1.6503036e-06,0.00025866926,-0.00010745227,1.790002e-06,0.014972657,0.00011065602,2.9802322e-07,-6.4950436e-06,0.017166585,0.0002972111,0.0011804849,0.007588744,0.0023429245,-5.2619725e-08,0.00019150972,0.0075728893,0.017646223,0.014767468,0.013245761,6.3739717e-06,0.02407825,2.8125942e-07,0.00025644153,0.023458809,4.088506e-06,-4.803762e-06,-1.4163554e-05,0.0018741488,0.004783958,-0.00035566837,3.6727637e-05,5.0794333e-05,0.03337899,6.8359077e-07,0.00065872073,8.414686e-05,0.0036548525,0.025294125,0.00058072805,0.0104568,0.0056557953,0.0035941154,9.3340874e-05,-8.6829066e-05,-8.031726e-06,0.0039524883,0.0037670732,0.0075285137,-0.0001417175,0.0050485134,0.008978397,0.00086702406,3.4924597e-09,0.014545262,2.1278858e-05,0.0054049045,0.009531021,0.0042787194,0.0067996085,0.007888168,0.028610677,0.004361853,7.543713e-08,0.00042001903,0.018837422,0.0070295036,0.0089854,-1.1874363e-07,0.0010214746,0.002935186,0.0141813755,0.0007507056,0.03339249,-5.8796257e-05,0.004608944,0.0030235648,1.2271106e-05,-0.00014228374,8.098781e-06,1.6741455e-05,0.022260845,9.546056e-09,6.807968e-05,-5.1427633e-06,0.004197225,0.015669316,0.0041843653,0.021869719,-5.6423247e-05,0.026401967,0.040143847,0.0034292191,0.037429154,3.170967e-05,0.013221443,0.0007944256,-4.4703484e-07,0.0037440509,0.026910067,0.029760301,0.03227946,1.5508384e-05,0.023644298,-2.3018569e-05,0.00044576824,3.739819e-05,0.00022132695,1.8905848e-07,5.6568533e-06,0.02978918,-0.000101439655,0.00011917204,0.00051327795,1.8239021e-05,0.00019584596,0.008431494,0.00016358495,-0.0002687946,0.00010846555,6.0535967e-09,0.00479044,0.014118433
